attendance,study_hours,quiz_score,assignment_score,midterm_score,sleep_hours,lms_login_count,participation,parent_education,internet_access,family_income,extracurricular,engagement_score,discipline_score,wellness_score,consistency_score,study_efficiency,attendance_band,high_engagement,target
100.0,4.07,82.75,68.45,70.77,5.77,16,62.35,Bachelor,Yes,High,Yes,74.5875,74.17,57.699999999999996,73.99,16.321499013806704,Excellent,0,B
94.83,4.32,73.36,59.26,29.41,7.44,11,67.16,Master,Yes,Medium,Yes,66.4805,64.9,74.4,54.01,13.789473684210526,Excellent,0,B
54.94,1.79,65.93,59.7,68.43,7.06,38,69.55,Master,Yes,Low,No,93.6165,62.19200000000001,70.6,64.68666666666667,23.630824372759857,Average,1,C
77.17,0.92,82.19,53.7,40.8,5.59,38,92.89,High School,Yes,Medium,No,107.232,65.096,55.9,58.89666666666667,42.807291666666664,Good,1,D
83.45,0.97,60.06,56.27,91.35,5.51,30,68.87,Bachelor,Yes,Medium,Yes,91.425,57.786,55.099999999999994,69.22666666666667,30.487309644670052,Good,1,C
66.57,5.8,37.58,64.3,23.07,6.07,2,46.96,Bachelor,Yes,Medium,No,38.0395,53.611999999999995,60.7,41.65,5.526470588235294,Average,0,C
43.36,2.67,62.72,66.75,75.28,8.04,29,61.6,Bachelor,Yes,Medium,Yes,74.076,65.138,80.39999999999999,68.25,17.08991825613079,Poor,0,B
79.48,2.37,63.34,79.28,27.93,7.83,28,24.13,High School,Yes,Medium,Yes,75.85050000000001,72.904,78.3,56.85,18.795252225519288,Good,0,C
66.18,4.07,100.0,67.83,76.4,6.65,17,79.72,High School,Yes,Medium,No,68.593,80.69800000000001,66.5,81.41,19.72386587771203,Average,0,B
66.24,5.84,81.86,61.57,70.56,7.2,35,34.94,Bachelor,Yes,High,Yes,84.419,69.686,72.0,71.33,11.967836257309942,Average,1,A
72.68,1.4,57.21,76.93,51.67,4.72,40,75.4,Bachelor,Yes,Low,No,104.28800000000001,69.042,47.199999999999996,61.93666666666667,23.837500000000002,Good,1,C
75.99,0.5,61.5,69.74,84.85,8.35,22,37.73,Master,Yes,Medium,No,69.029,66.44399999999999,83.5,72.03,41.0,Good,0,C
77.86,6.16,56.43,86.16,40.75,5.84,44,58.79,High School,Yes,Medium,Yes,107.9485,74.268,58.4,61.11333333333334,7.881284916201117,Good,1,A
64.74,4.42,50.79,79.84,51.65,9.06,35,42.49,Bachelor,Yes,Medium,No,85.7815,68.22,90.60000000000001,60.76,9.370848708487085,Average,1,B
74.7,1.57,75.25,31.41,71.04,5.51,32,63.75,Master,Yes,High,Yes,90.0825,48.946,55.099999999999994,59.23333333333333,29.28015564202334,Good,1,C
51.64,2.71,24.13,69.24,97.83,6.48,25,86.75,Bachelor,No,Medium,No,77.2615,51.196,64.80000000000001,63.73333333333333,6.504043126684636,Average,0,C
82.67,1.7,63.82,81.91,78.25,5.99,10,83.19,Bachelor,Yes,Low,No,64.732,74.67399999999999,59.900000000000006,74.66,23.637037037037036,Good,0,C
35.16,4.65,49.28,65.81,68.91,6.95,42,33.72,Bachelor,Yes,Low,No,83.73599999999999,59.198,69.5,61.333333333333336,8.722123893805309,Poor,1,B
73.66,5.34,33.39,75.28,81.65,8.16,44,67.73,High School,Yes,High,No,108.7135,58.524,81.6,63.44,5.266561514195584,Good,1,A
91.79,4.7,31.01,49.57,68.59,7.62,30,64.48,High School,Yes,Medium,Yes,93.2465,42.146,76.2,49.723333333333336,5.440350877192983,Excellent,1,A
62.11,3.8,72.01,75.99,73.04,7.86,31,56.37,Bachelor,Yes,Medium,No,82.33099999999999,74.398,78.60000000000001,73.68,15.002083333333335,Average,1,B
88.75,4.18,95.48,89.99,63.6,6.75,38,45.91,Bachelor,Yes,Medium,No,99.53999999999999,92.18599999999999,67.5,83.02333333333333,18.432432432432435,Excellent,1,B
95.34,2.16,40.98,52.9,61.29,4.18,14,57.27,High School,Yes,Low,Yes,68.6865,48.132,41.8,51.72333333333333,12.968354430379746,Excellent,0,C
35.0,2.7,79.94,72.71,62.84,7.85,22,100.0,Bachelor,Yes,Medium,No,70.25,75.602,78.5,71.83,21.605405405405403,Poor,0,C
75.73,3.51,58.17,54.58,41.87,7.95,18,80.46,High School,Yes,Medium,No,73.62049999999999,56.016,79.5,51.54,12.8980044345898,Good,0,C
35.0,3.0,58.04,71.14,40.75,6.35,37,38.05,High School,No,Medium,No,77.2625,65.9,63.5,56.64333333333334,14.51,Poor,0,C
76.23,3.5,70.89,41.75,72.24,5.73,5,75.47,High School,Yes,Medium,No,53.048,53.406000000000006,57.300000000000004,61.626666666666665,15.753333333333334,Good,0,C
77.89,0.59,59.22,59.11,64.07,7.2,14,36.73,Master,Yes,Medium,No,57.443999999999996,59.154,72.0,60.79999999999999,37.24528301886793,Good,0,D
40.76,5.09,71.3,80.5,28.11,6.82,8,43.32,High School,Yes,Low,No,37.096,76.82,68.2,59.970000000000006,11.707717569786535,Poor,0,C
100.0,1.57,84.39,60.56,67.99,7.3,8,62.56,Bachelor,Yes,Medium,No,62.64,70.092,73.0,70.98,32.836575875486375,Excellent,0,C
82.29,0.5,67.63,67.45,68.76,7.59,19,58.72,Bachelor,Yes,Low,No,71.9815,67.52199999999999,75.9,67.94666666666666,45.086666666666666,Good,0,C
65.26,2.21,66.58,86.36,15.61,7.45,4,75.04,Master,Yes,Medium,No,47.601,78.448,74.5,56.18333333333334,20.741433021806852,Average,0,D
99.98,3.11,81.75,72.92,70.06,5.87,39,84.46,Bachelor,Yes,Medium,Yes,114.608,76.452,58.7,74.91000000000001,19.890510948905114,Excellent,1,B
51.07,7.13,58.42,78.24,87.71,6.72,30,88.02,Master,Yes,Medium,No,84.8795,70.312,67.2,74.79,7.185731857318574,Average,1,A
59.56,2.62,84.43,48.71,39.27,8.14,18,55.67,High School,Yes,Low,No,61.7635,62.998000000000005,81.4,57.470000000000006,23.323204419889503,Average,0,C
43.51,3.88,94.79,64.48,88.33,6.36,22,42.28,Bachelor,Yes,Medium,Yes,58.7985,76.60400000000001,63.6,82.53333333333335,19.424180327868854,Poor,0,B
100.0,4.08,83.38,62.1,62.75,6.17,22,83.15,Master,Yes,Low,Yes,88.7875,70.612,61.7,69.41,16.413385826771652,Excellent,1,B
82.99,0.77,72.62,71.77,70.97,7.34,24,81.87,Bachelor,Yes,Medium,No,85.514,72.11,73.4,71.78666666666666,41.02824858757062,Good,1,C
87.89,3.31,82.4,69.14,62.46,5.76,8,33.79,Bachelor,Yes,Medium,Yes,51.208999999999996,74.444,57.599999999999994,71.33333333333334,19.11832946635731,Excellent,0,B
82.52,3.02,55.78,66.58,58.98,6.84,18,46.93,Bachelor,Yes,Low,Yes,67.61449999999999,62.260000000000005,68.4,60.446666666666665,13.875621890547265,Good,0,C
86.61,3.65,80.33,73.62,47.98,6.68,44,50.24,Bachelor,Yes,Medium,No,108.8735,76.304,66.8,67.30999999999999,17.2752688172043,Excellent,1,B
79.17,4.26,60.84,91.24,76.1,5.12,16,70.1,Master,Yes,High,No,69.2345,79.08,51.2,76.05999999999999,11.566539923954373,Good,0,B
82.06,5.03,59.34,53.22,68.38,6.01,13,47.65,High School,Yes,Low,No,60.1335,55.668000000000006,60.099999999999994,60.31333333333333,9.840796019900498,Good,0,B
79.61,1.96,57.07,67.7,22.66,4.99,41,83.75,Bachelor,Yes,Medium,Yes,110.301,63.448,49.900000000000006,49.14333333333334,19.280405405405407,Good,1,C
68.87,4.37,88.34,56.43,79.83,7.65,12,62.61,High School,Yes,Low,No,57.757000000000005,69.194,76.5,74.86666666666667,16.450651769087525,Average,0,B
77.3,2.19,87.21,100.0,50.43,6.92,9,73.19,Master,Yes,High,Yes,58.85249999999999,94.884,69.2,79.21333333333332,27.338557993730404,Good,0,B
82.1,1.86,87.98,33.92,68.54,7.96,4,37.52,PhD,Yes,Low,No,44.114999999999995,55.544,79.6,63.48,30.76223776223776,Good,0,C
79.66,6.65,72.77,49.66,80.5,7.28,10,36.81,High School,Yes,Low,Yes,52.0835,58.903999999999996,72.8,67.64333333333333,9.512418300653593,Good,0,A
55.83,0.5,26.91,50.14,53.99,5.69,31,70.38,High School,Yes,Medium,No,83.6355,40.848,56.900000000000006,43.68,17.94,Average,1,D
57.83,2.57,14.21,84.08,46.15,9.58,17,34.29,Bachelor,Yes,Medium,No,54.312999999999995,56.132000000000005,95.8,48.14666666666667,3.9803921568627456,Average,0,C
94.24,3.9,70.79,94.48,63.11,8.01,14,68.95,High School,Yes,Medium,Yes,71.22149999999999,85.004,80.1,76.12666666666667,14.446938775510205,Excellent,0,B
73.4,2.42,60.51,73.75,78.98,6.18,16,49.7,Bachelor,Yes,Low,Yes,62.115,68.45400000000001,61.8,71.08,17.69298245614035,Good,0,B
86.77,3.77,35.86,71.05,58.35,6.18,9,45.97,High School,Yes,Low,No,55.361999999999995,56.974,61.8,55.086666666666666,7.517819706498952,Excellent,0,C
61.62,1.08,68.63,67.45,76.49,7.74,2,47.83,Bachelor,No,Medium,Yes,36.524499999999996,67.922,77.4,70.85666666666667,32.99519230769231,Average,0,D
55.9,0.5,57.64,66.91,30.58,7.8,5,43.79,Bachelor,Yes,Medium,No,38.012499999999996,63.202,78.0,51.71,38.42666666666667,Average,0,F
65.35,1.93,90.87,86.42,62.81,7.7,4,59.4,Master,Yes,Medium,No,43.7225,88.2,77.0,80.03333333333335,31.01365187713311,Average,0,B
74.66,3.77,64.34,52.32,90.73,7.84,20,58.39,Bachelor,Yes,Low,No,70.7285,57.128,78.4,69.13,13.488469601677151,Good,0,B
68.02,3.19,56.27,79.81,45.56,6.99,4,41.91,Master,Yes,Low,Yes,40.284499999999994,70.394,69.9,60.546666666666674,13.429594272076375,Average,0,C
97.41,4.65,40.57,39.43,25.72,5.81,9,37.32,Master,Yes,Medium,No,56.9235,39.885999999999996,58.099999999999994,35.24,7.180530973451327,Excellent,0,C
80.69,0.94,65.86,83.37,48.23,6.0,43,51.78,High School,Yes,Medium,Yes,105.6865,76.366,60.0,65.82000000000001,33.948453608247426,Good,1,C
100.0,2.46,80.06,51.7,71.5,9.64,20,72.85,High School,Yes,High,Yes,83.2125,63.044,96.4,67.75333333333333,23.13872832369942,Excellent,1,B
84.07,3.37,61.51,54.8,47.08,6.09,30,43.17,High School,Yes,Medium,No,85.217,57.483999999999995,60.9,54.46333333333333,14.075514874141875,Good,1,B
41.81,1.76,79.05,91.04,49.48,8.16,40,89.36,Master,Yes,Medium,No,96.9735,86.244,81.6,73.19,28.64130434782609,Poor,1,B
93.84,3.75,64.78,41.54,50.51,8.62,39,86.7,Bachelor,Yes,Medium,Yes,113.019,50.836,86.19999999999999,52.276666666666664,13.637894736842105,Excellent,1,B
55.36,2.99,79.09,83.92,100.0,7.16,19,81.69,Bachelor,Yes,Low,No,68.29849999999999,81.988,71.6,87.67,19.82205513784461,Average,0,B
81.46,4.38,65.84,63.79,64.31,8.29,35,76.54,Bachelor,Yes,Medium,No,100.146,64.61,82.89999999999999,64.64666666666666,12.237918215613384,Good,1,B
66.38,4.02,39.62,84.04,83.58,5.31,2,36.71,PhD,No,Medium,No,35.4105,66.27199999999999,53.099999999999994,69.08,7.892430278884462,Average,0,C
100.0,0.5,87.2,72.85,77.81,8.03,16,71.26,Bachelor,Yes,Low,Yes,76.815,78.59,80.3,79.28666666666668,58.13333333333333,Excellent,0,C
99.59,6.15,83.25,61.72,76.08,6.13,41,73.97,Master,Yes,High,Yes,114.84899999999999,70.332,61.3,73.68333333333334,11.643356643356643,Excellent,1,A
66.87,0.5,84.89,54.23,74.07,8.05,41,56.27,Master,Yes,Medium,No,98.97200000000001,66.494,80.5,71.06333333333333,56.593333333333334,Average,1,C
76.09,0.71,100.0,41.67,59.74,8.06,28,45.41,High School,Yes,Medium,No,79.984,65.002,80.60000000000001,67.13666666666667,58.47953216374269,Good,0,C
81.67,3.37,63.21,51.52,69.48,7.23,25,100.0,High School,Yes,Medium,No,91.08449999999999,56.196,72.30000000000001,61.403333333333336,14.464530892448513,Good,1,B
90.95,4.03,63.89,54.24,85.99,7.79,6,66.05,Master,Yes,Medium,Yes,57.345,58.099999999999994,77.9,68.04,12.701789264413518,Excellent,0,B
78.44,2.99,62.26,50.49,81.04,7.82,36,58.75,High School,Yes,Low,No,96.1415,55.198,78.2,64.59666666666668,15.604010025062655,Good,1,C
62.63,2.52,54.71,79.79,41.42,7.98,36,35.0,Master,Yes,Medium,Yes,84.6705,69.75800000000001,79.80000000000001,58.64000000000001,15.542613636363637,Average,1,C
67.24,3.35,74.91,84.29,60.0,5.84,43,61.29,Bachelor,Yes,Low,Yes,103.3565,80.53800000000001,58.4,73.06666666666666,17.220689655172414,Average,1,B
77.93,4.45,59.46,71.94,65.59,6.01,6,19.03,Master,Yes,Medium,No,41.033,66.948,60.099999999999994,65.66333333333334,10.910091743119265,Good,0,C
96.52,1.44,91.21,75.24,31.49,10.0,16,26.41,PhD,Yes,Low,No,64.3845,81.628,100.0,65.98,37.381147540983605,Excellent,0,C
84.42,1.49,66.0,72.01,46.5,8.76,24,27.03,Bachelor,Yes,Low,Yes,72.30449999999999,69.60600000000001,87.6,61.50333333333333,26.50602409638554,Good,0,C
66.4,1.94,75.48,80.15,67.4,6.21,7,24.01,High School,Yes,Medium,No,39.74250000000001,78.28200000000001,62.1,74.34333333333333,25.673469387755105,Average,0,C
87.73,5.88,72.98,65.51,17.36,7.89,17,74.51,High School,Yes,Medium,No,74.833,68.498,78.89999999999999,51.95000000000001,10.607558139534884,Excellent,0,B
72.2,4.17,75.57,79.33,53.56,7.97,30,65.36,Bachelor,Yes,Low,No,86.61,77.826,79.7,69.48666666666666,14.617021276595743,Good,1,B
91.36,4.53,48.46,73.66,62.63,6.73,42,95.23,Bachelor,Yes,Medium,Yes,118.7835,63.58,67.30000000000001,61.583333333333336,8.763110307414104,Excellent,1,B
100.0,6.36,88.05,74.35,79.62,6.49,7,61.15,High School,Yes,Medium,No,60.7875,79.82999999999998,64.9,80.67333333333333,11.963315217391303,Excellent,0,A
72.62,4.92,73.72,73.33,81.65,5.36,4,88.41,High School,Yes,High,No,53.5195,73.48599999999999,53.6,76.23333333333333,12.452702702702704,Good,0,B
90.02,3.78,74.24,70.19,54.74,10.0,4,37.81,Bachelor,No,Medium,Yes,46.9595,71.81,100.0,66.39,15.531380753138077,Excellent,0,C
66.82,6.3,73.49,56.35,40.65,6.51,6,95.74,Master,Yes,Medium,Yes,56.321999999999996,63.206,65.1,56.830000000000005,10.067123287671233,Average,0,B
76.32,1.75,22.44,66.23,40.03,6.43,26,91.09,Master,Yes,Medium,No,88.4845,48.714,64.3,42.9,8.16,Good,1,D
78.44,3.02,66.92,74.67,91.73,5.52,27,44.75,High School,No,Medium,No,79.1415,71.57,55.199999999999996,77.77333333333333,16.64676616915423,Good,0,C
75.09,5.58,66.54,56.26,75.04,5.46,29,69.93,High School,Yes,Medium,Yes,87.26400000000001,60.372,54.6,65.94666666666667,10.112462006079028,Good,1,B
100.0,0.5,69.77,68.66,5.92,5.54,16,69.59,PhD,Yes,Medium,No,76.39750000000001,69.104,55.4,48.11666666666667,46.51333333333333,Excellent,0,D
73.4,2.07,83.29,63.88,98.11,8.18,21,10.49,High School,Yes,Medium,No,59.8125,71.644,81.8,81.76,27.130293159609124,Good,0,C
86.8,4.92,81.45,85.73,76.41,8.97,36,67.49,High School,Yes,Medium,No,101.2525,84.018,89.7,81.19666666666667,13.758445945945947,Excellent,1,A
49.05,3.69,82.78,59.0,62.5,4.58,27,54.81,High School,Yes,Medium,No,71.37,68.512,45.8,68.09333333333333,17.65031982942431,Poor,0,B
84.48,4.42,47.59,60.32,70.76,6.46,37,81.69,Bachelor,Yes,Medium,Yes,105.4905,55.228,64.6,59.55666666666667,8.780442804428045,Good,1,B
95.13,0.5,67.25,86.75,53.79,5.0,35,81.75,High School,Yes,Medium,Yes,106.233,78.95,50.0,69.26333333333334,44.833333333333336,Excellent,1,C
70.09,1.99,36.85,82.17,69.01,8.35,6,57.93,Master,Yes,Medium,Yes,48.014,64.042,83.5,62.67666666666668,12.324414715719064,Good,0,C
40.35,4.67,66.51,56.07,51.9,7.59,32,58.98,High School,Yes,Low,No,76.8675,60.245999999999995,75.9,58.160000000000004,11.730158730158731,Poor,0,C
77.42,1.88,44.83,61.32,70.69,5.04,12,65.02,Master,Yes,Medium,No,61.352,54.724000000000004,50.4,58.946666666666665,15.565972222222221,Good,0,D
78.26,4.98,60.25,72.78,32.03,5.95,2,54.07,High School,Yes,Medium,No,43.908500000000004,67.768,59.5,55.02,10.0752508361204,Good,0,B
88.86,4.02,79.51,78.29,58.4,8.57,15,0.0,Bachelor,No,Medium,No,53.601,78.778,85.7,72.06666666666668,15.838645418326696,Excellent,0,B
100.0,1.39,100.0,68.28,81.02,6.97,44,51.3,Master,Yes,Medium,No,113.825,80.96799999999999,69.7,83.10000000000001,41.84100418410043,Excellent,1,B
72.3,4.12,47.74,59.52,56.82,5.86,11,70.6,Bachelor,Yes,High,No,59.455,54.80800000000001,58.6,54.693333333333335,9.32421875,Good,0,B
65.16,4.85,69.58,53.83,61.32,6.97,41,67.98,Bachelor,No,High,No,101.301,60.129999999999995,69.7,61.57666666666666,11.894017094017094,Average,1,B
60.5,4.15,64.15,67.53,40.24,7.65,39,63.01,High School,Yes,Medium,No,95.4275,66.178,76.5,57.30666666666667,12.45631067961165,Average,1,B
80.97,4.47,56.69,60.87,84.14,5.86,31,55.04,Bachelor,Yes,High,Yes,88.5995,59.198,58.6,67.23333333333333,10.36380255941499,Good,1,B
85.19,0.5,70.2,89.25,52.9,6.78,25,65.74,Bachelor,Yes,Medium,No,83.7515,81.63,67.8,70.78333333333333,46.800000000000004,Excellent,1,C
69.82,7.56,70.48,46.87,73.39,7.83,28,84.57,High School,Yes,Low,Yes,87.5795,56.314,78.3,63.580000000000005,8.233644859813086,Average,1,A
89.68,8.58,66.64,94.93,40.94,4.31,24,50.3,Bachelor,Yes,Medium,No,79.963,83.614,43.099999999999994,67.50333333333333,6.95615866388309,Excellent,0,A
84.98,6.07,40.26,68.95,28.05,6.71,15,57.1,PhD,Yes,Medium,Yes,66.518,57.474,67.1,45.75333333333334,5.694483734087694,Good,0,B
78.65,3.71,65.69,49.5,60.5,6.39,7,72.93,High School,Yes,Low,Yes,56.260000000000005,55.976,63.9,58.56333333333333,13.94692144373673,Good,0,C
64.46,2.77,76.34,61.01,60.76,7.67,15,83.23,High School,Yes,Low,No,65.8685,67.142,76.7,66.03666666666666,20.249336870026525,Average,0,C
70.77,2.81,35.5,50.52,27.96,6.83,23,56.41,Bachelor,Yes,Medium,No,73.372,44.512,68.3,37.99333333333334,9.317585301837271,Good,0,C
41.55,4.91,51.78,72.03,52.5,4.76,8,62.28,High School,Yes,High,Yes,42.1125,63.93,47.599999999999994,58.77,8.761421319796954,Poor,0,C
81.54,5.42,48.53,100.0,63.65,6.57,13,75.14,High School,Yes,Medium,Yes,66.824,79.412,65.7,70.72666666666667,7.5591900311526485,Good,0,B
78.4,2.33,61.9,66.64,58.11,6.57,32,65.14,High School,Yes,Medium,Yes,91.725,64.744,65.7,62.21666666666666,18.58858858858859,Good,1,C
80.83,3.46,78.87,82.39,60.52,7.61,9,38.14,High School,Yes,Low,Yes,51.3255,80.982,76.10000000000001,73.92666666666666,17.683856502242154,Good,0,C
85.56,5.76,61.16,100.0,49.92,6.24,3,56.43,High School,Yes,Medium,No,48.5535,84.464,62.400000000000006,70.36,9.04733727810651,Excellent,0,A
83.79,3.32,91.11,90.68,45.34,7.06,44,61.18,High School,Yes,Medium,Yes,110.6215,90.852,70.6,75.71000000000001,21.090277777777775,Good,1,B
76.34,3.7,70.75,72.33,50.84,8.07,26,0.0,High School,Yes,Medium,Yes,65.719,71.698,80.7,64.64,15.053191489361701,Good,0,B
78.73,5.98,66.34,71.51,56.79,7.75,20,80.96,Master,Yes,Medium,No,77.7955,69.44200000000001,77.5,64.88000000000001,9.504297994269342,Good,0,A
56.94,5.69,65.71,77.06,45.06,5.38,21,72.13,High School,Yes,Low,No,69.4615,72.52,53.8,62.60999999999999,9.822122571001493,Average,0,B
69.24,4.95,32.68,50.46,77.78,7.02,19,56.0,High School,Yes,Medium,No,66.734,43.348,70.19999999999999,53.64000000000001,5.492436974789916,Average,0,B
78.76,1.58,63.08,51.84,36.36,7.94,31,44.59,High School,Yes,Medium,No,85.2135,56.336,79.4,50.42666666666667,24.449612403100772,Good,1,C
66.96,1.6,72.38,54.91,70.39,7.61,32,83.47,High School,Yes,Medium,Yes,92.3035,61.897999999999996,76.10000000000001,65.89333333333333,27.838461538461537,Average,1,C
90.9,2.18,98.5,72.08,55.7,7.12,24,91.54,High School,Yes,High,No,90.7,82.648,71.2,75.42666666666666,30.974842767295595,Excellent,1,B
68.12,2.56,48.07,64.38,87.7,5.59,18,53.12,PhD,Yes,Low,No,64.122,57.855999999999995,55.9,66.71666666666665,13.502808988764045,Average,0,C
81.24,3.89,88.01,85.82,87.05,8.18,22,67.2,Bachelor,No,Medium,No,78.234,86.696,81.8,86.96,17.99795501022495,Good,0,B
79.75,3.33,76.05,100.0,91.76,6.74,14,63.56,Master,Yes,Medium,Yes,64.8025,90.42,67.4,89.27,17.5635103926097,Good,0,B
89.19,3.21,54.35,62.99,80.04,6.46,37,27.77,Bachelor,Yes,High,No,93.65899999999999,59.534,64.6,65.79333333333334,12.909738717339668,Excellent,1,C
91.51,3.04,54.17,100.0,54.25,6.55,15,44.66,High School,Yes,Medium,No,65.6935,81.668,65.5,69.47333333333334,13.408415841584159,Excellent,0,B
88.41,1.92,88.85,79.24,54.51,6.68,29,42.55,Bachelor,Yes,Low,No,85.08099999999999,83.084,66.8,74.19999999999999,30.42808219178082,Excellent,1,B
46.41,2.67,74.6,46.02,89.03,6.7,10,30.65,Master,Yes,Medium,Yes,38.906,57.452,67.0,69.88333333333334,20.326975476839237,Poor,0,C
95.91,7.88,82.71,92.18,47.16,6.57,26,64.29,High School,Yes,Medium,No,88.641,88.392,65.7,74.01666666666667,9.31418918918919,Excellent,1,A
100.0,4.76,58.45,75.18,78.7,4.43,11,37.83,High School,Yes,High,No,60.957499999999996,68.488,44.3,70.77666666666666,10.147569444444445,Excellent,0,B
70.77,3.54,47.31,46.74,100.0,5.24,18,75.31,High School,Yes,Medium,Yes,70.597,46.968,52.400000000000006,64.68333333333334,10.420704845814978,Good,0,B
81.55,0.8,14.28,64.8,52.96,6.76,16,43.72,Bachelor,Yes,Medium,Yes,63.4725,44.592,67.6,44.01333333333333,7.933333333333333,Good,0,D
64.64,1.72,42.93,64.93,66.34,6.02,22,72.65,High School,Yes,High,No,73.7865,56.13000000000001,60.199999999999996,58.06666666666667,15.78308823529412,Average,0,D
48.77,3.42,52.94,53.66,38.91,6.52,5,32.76,High School,Yes,Low,No,32.7595,53.372,65.19999999999999,48.50333333333333,11.97737556561086,Poor,0,C
66.92,5.95,79.67,77.44,59.3,6.47,26,71.72,Bachelor,Yes,Low,No,80.352,78.332,64.7,72.13666666666667,11.463309352517985,Average,1,B
69.9,3.91,46.53,100.0,34.85,7.23,42,76.67,Bachelor,Yes,Low,No,106.6325,78.612,72.30000000000001,60.46,9.476578411405296,Average,1,B
72.68,3.89,35.31,64.34,48.09,5.99,25,31.9,Bachelor,Yes,Medium,Yes,70.91300000000001,52.728,59.900000000000006,49.24666666666667,7.220858895705521,Good,0,C
63.62,5.5,54.61,81.57,57.76,8.4,13,65.22,High School,Yes,Low,No,58.072,70.786,84.0,64.64666666666666,8.401538461538461,Average,0,B
67.0,1.75,55.48,52.64,81.52,7.58,28,59.74,Bachelor,Yes,Low,No,80.38499999999999,53.775999999999996,75.8,63.21333333333333,20.174545454545452,Average,1,C
77.83,6.03,65.15,79.19,75.83,6.9,33,52.67,High School,Yes,Medium,Yes,89.908,73.574,69.0,73.39,9.2674253200569,Good,1,A
66.45,2.81,100.0,88.7,41.67,8.12,42,55.38,Bachelor,Yes,Medium,Yes,100.10249999999999,93.22,81.19999999999999,76.79,26.246719160104988,Average,1,B
86.15,5.58,70.82,61.6,75.89,7.35,14,62.47,Master,No,Medium,No,66.77,65.288,73.5,69.43666666666667,10.762917933130698,Excellent,0,B
88.22,6.51,68.07,41.27,28.76,4.94,38,22.82,High School,Yes,Low,No,93.582,51.989999999999995,49.400000000000006,46.03333333333333,9.063914780292942,Excellent,1,A
100.0,1.87,72.09,89.32,68.22,7.01,38,25.57,High School,Yes,Low,No,98.3925,82.428,70.1,76.54333333333334,25.118466898954704,Excellent,1,B
94.89,3.5,100.0,30.38,0.0,7.24,28,44.92,High School,No,Low,No,86.4415,58.227999999999994,72.4,43.46,22.22222222222222,Excellent,1,C
81.65,4.92,33.41,77.93,51.56,5.07,23,99.57,Bachelor,Yes,Medium,Yes,87.97,60.122,50.7,54.300000000000004,5.643581081081081,Good,1,B
68.7,2.98,87.28,94.06,59.66,7.22,20,59.72,Bachelor,Yes,Medium,No,68.975,91.348,72.2,80.33333333333333,21.92964824120603,Average,0,B
82.41,3.03,80.33,52.99,85.79,7.36,25,73.0,Bachelor,Yes,Low,Yes,84.59349999999999,63.926,73.60000000000001,73.03666666666668,19.933002481389583,Good,1,B
82.9,2.78,38.3,56.05,98.77,6.54,35,73.83,High School,Yes,Medium,Yes,99.9725,48.949999999999996,65.4,64.37333333333333,10.132275132275131,Good,1,B
70.3,0.5,52.44,76.99,44.71,7.25,17,63.19,Bachelor,Yes,Medium,No,65.9025,67.16999999999999,72.5,58.046666666666674,34.96,Good,0,D
89.76,5.4,48.4,72.0,98.17,6.38,17,52.3,High School,Yes,High,No,69.991,62.559999999999995,63.8,72.85666666666667,7.562499999999999,Excellent,0,A
57.03,1.68,39.14,64.03,58.6,9.94,9,51.3,Bachelor,Yes,Low,Yes,46.2855,54.074,99.39999999999999,53.92333333333334,14.6044776119403,Average,0,D
74.33,0.5,55.48,82.4,26.84,6.98,20,76.6,Master,Yes,Low,No,75.1655,71.632,69.80000000000001,54.906666666666666,36.986666666666665,Good,0,D
